order_id,ship_mode,customer_name,segment,state,country,market,region,product_id,category,sub_category,product_name,order_priority
ID-2011-84402,,,,,,,,TEC-MA-10002520,,,,
ID-2011-84444,,,,,,,,TEC-MA-10002521,,,,
ID-2011-84514,,,,,,,,TEC-MA-10002525,,,,
ID-2011-84738,,,,,,,,TEC-MA-10002538,,,,
ID-2011-84941,,,,,,,,TEC-MA-10002571,,,,
ID-2011-85039,,,,,,,,TEC-MA-10002614,,,,
ID-2011-85354,,,,,,,,TEC-MA-10002629,,,,
ID-2011-85396,,,,,,,,TEC-MA-10002633,,,,
ID-2011-85928,,,,,,,,TEC-MA-10002660,,,,
ID-2011-86313,,,,,,,,TEC-MA-10002680,,,,
ID-2011-86950,,,,,,,,TEC-MA-10002686,,,,
ID-2012-10118,,,,,,,,TEC-MA-10002694,,,,
ID-2012-10139,,,,,,,,TEC-MA-10002701,,,,
ID-2012-10230,,,,,,,,TEC-MA-10002710,,,,
ID-2012-10755,,,,,,,,TEC-MA-10002711,,,,
ID-2012-11987,,,,,,,,TEC-MA-10002712,,,,
ID-2012-12519,,,,,,,,TEC-MA-10002722,,,,
ID-2012-12673,,,,,,,,TEC-MA-10002729,,,,
ID-2012-12869,,,,,,,,TEC-MA-10002771,,,,
ID-2012-12953,,,,,,,,TEC-MA-10002779,,,,
ID-2012-12960,,,,,,,,TEC-MA-10002780,,,,
ID-2012-13058,,,,,,,,TEC-MA-10002790,,,,
ID-2012-13268,,,,,,,,TEC-MA-10002827,,,,
ID-2012-13450,,,,,,,,TEC-MA-10002844,,,,
ID-2012-13982,,,,,,,,TEC-MA-10002859,,,,
ID-2012-14073,,,,,,,,TEC-MA-10002864,,,,
ID-2012-14157,,,,,,,,TEC-MA-10002871,,,,
ID-2012-14262,,,,,,,,TEC-MA-10002874,,,,
ID-2012-14500,,,,,,,,TEC-MA-10002898,,,,
ID-2012-14990,,,,,,,,TEC-MA-10002910,,,,
ID-2012-15641,,,,,,,,TEC-MA-10002918,,,,
ID-2012-16019,,,,,,,,TEC-MA-10002927,,,,
ID-2012-16243,,,,,,,,TEC-MA-10002930,,,,
ID-2012-16257,,,,,,,,TEC-MA-10002931,,,,
ID-2012-17006,,,,,,,,TEC-MA-10002937,,,,
ID-2012-17538,,,,,,,,TEC-MA-10002941,,,,
ID-2012-17601,,,,,,,,TEC-MA-10002952,,,,
ID-2012-18350,,,,,,,,TEC-MA-10002981,,,,
ID-2012-18742,,,,,,,,TEC-MA-10002989,,,,
ID-2012-18938,,,,,,,,TEC-MA-10002992,,,,
ID-2012-19386,,,,,,,,TEC-MA-10002998,,,,
ID-2012-19449,,,,,,,,TEC-MA-10003066,,,,
ID-2012-19575,,,,,,,,TEC-MA-10003078,,,,
ID-2012-20037,,,,,,,,TEC-MA-10003079,,,,
ID-2012-20212,,,,,,,,TEC-MA-10003084,,,,
ID-2012-20562,,,,,,,,TEC-MA-10003101,,,,
ID-2012-21248,,,,,,,,TEC-MA-10003112,,,,
ID-2012-21563,,,,,,,,TEC-MA-10003121,,,,
ID-2012-21787,,,,,,,,TEC-MA-10003146,,,,
ID-2012-22081,,,,,,,,TEC-MA-10003154,,,,
ID-2012-22550,,,,,,,,TEC-MA-10003170,,,,
ID-2012-22858,,,,,,,,TEC-MA-10003173,,,,
ID-2012-23152,,,,,,,,TEC-MA-10003176,,,,
ID-2012-23334,,,,,,,,TEC-MA-10003178,,,,
ID-2012-23502,,,,,,,,TEC-MA-10003183,,,,
ID-2012-23516,,,,,,,,TEC-MA-10003185,,,,
ID-2012-23733,,,,,,,,TEC-MA-10003198,,,,
ID-2012-23740,,,,,,,,TEC-MA-10003223,,,,
ID-2012-23775,,,,,,,,TEC-MA-10003230,,,,
ID-2012-23936,,,,,,,,TEC-MA-10003246,,,,
ID-2012-24048,,,,,,,,TEC-MA-10003251,,,,
ID-2012-24111,,,,,,,,TEC-MA-10003261,,,,
ID-2012-24251,,,,,,,,TEC-MA-10003280,,,,
ID-2012-24335,,,,,,,,TEC-MA-10003298,,,,
ID-2012-24510,,,,,,,,TEC-MA-10003314,,,,
ID-2012-24825,,,,,,,,TEC-MA-10003315,,,,
ID-2012-24881,,,,,,,,TEC-MA-10003326,,,,
ID-2012-25217,,,,,,,,TEC-MA-10003329,,,,
ID-2012-25315,,,,,,,,TEC-MA-10003330,,,,
ID-2012-25518,,,,,,,,TEC-MA-10003332,,,,
ID-2012-25567,,,,,,,,TEC-MA-10003337,,,,
ID-2012-26463,,,,,,,,TEC-MA-10003338,,,,
ID-2012-26778,,,,,,,,TEC-MA-10003349,,,,
ID-2012-27002,,,,,,,,TEC-MA-10003351,,,,
ID-2012-27450,,,,,,,,TEC-MA-10003353,,,,
ID-2012-28255,,,,,,,,TEC-MA-10003356,,,,
ID-2012-28402,,,,,,,,TEC-MA-10003361,,,,
ID-2012-28409,,,,,,,,TEC-MA-10003366,,,,
ID-2012-28682,,,,,,,,TEC-MA-10003390,,,,
ID-2012-28689,,,,,,,,TEC-MA-10003400,,,,
ID-2012-28780,,,,,,,,TEC-MA-10003404,,,,
ID-2012-29039,,,,,,,,TEC-MA-10003422,,,,
ID-2012-29424,,,,,,,,TEC-MA-10003441,,,,
ID-2012-30635,,,,,,,,TEC-MA-10003461,,,,
ID-2012-30712,,,,,,,,TEC-MA-10003471,,,,
ID-2012-30838,,,,,,,,TEC-MA-10003478,,,,
ID-2012-30873,,,,,,,,TEC-MA-10003486,,,,
ID-2012-31118,,,,,,,,TEC-MA-10003492,,,,
ID-2012-31174,,,,,,,,TEC-MA-10003493,,,,
ID-2012-31419,,,,,,,,TEC-MA-10003515,,,,
ID-2012-31426,,,,,,,,TEC-MA-10003536,,,,
ID-2012-31734,,,,,,,,TEC-MA-10003553,,,,
ID-2012-32098,,,,,,,,TEC-MA-10003557,,,,
ID-2012-32350,,,,,,,,TEC-MA-10003558,,,,
ID-2012-32427,,,,,,,,TEC-MA-10003589,,,,
ID-2012-32532,,,,,,,,TEC-MA-10003607,,,,
ID-2012-32623,,,,,,,,TEC-MA-10003624,,,,
ID-2012-32840,,,,,,,,TEC-MA-10003625,,,,
ID-2012-33141,,,,,,,,TEC-MA-10003626,,,,
ID-2012-33505,,,,,,,,TEC-MA-10003630,,,,
ID-2012-33743,,,,,,,,TEC-MA-10003631,,,,
ID-2012-34772,,,,,,,,TEC-MA-10003632,,,,
ID-2012-34884,,,,,,,,TEC-MA-10003673,,,,
ID-2012-34891,,,,,,,,TEC-MA-10003674,,,,
ID-2012-35199,,,,,,,,TEC-MA-10003682,,,,
ID-2012-35276,,,,,,,,TEC-MA-10003698,,,,
ID-2012-35556,,,,,,,,TEC-MA-10003704,,,,
ID-2012-35843,,,,,,,,TEC-MA-10003730,,,,
ID-2012-36221,,,,,,,,TEC-MA-10003743,,,,
ID-2012-36403,,,,,,,,TEC-MA-10003757,,,,
ID-2012-36725,,,,,,,,TEC-MA-10003773,,,,
ID-2012-36977,,,,,,,,TEC-MA-10003779,,,,
ID-2012-37005,,,,,,,,TEC-MA-10003780,,,,
ID-2012-37047,,,,,,,,TEC-MA-10003787,,,,
ID-2012-37082,,,,,,,,TEC-MA-10003796,,,,
ID-2012-37642,,,,,,,,TEC-MA-10003801,,,,
ID-2012-37740,,,,,,,,TEC-MA-10003812,,,,
ID-2012-37775,,,,,,,,TEC-MA-10003816,,,,
ID-2012-37838,,,,,,,,TEC-MA-10003856,,,,
ID-2012-37887,,,,,,,,TEC-MA-10003868,,,,
ID-2012-38209,,,,,,,,TEC-MA-10003885,,,,
ID-2012-38363,,,,,,,,TEC-MA-10003886,,,,
ID-2012-38503,,,,,,,,TEC-MA-10003909,,,,
ID-2012-38972,,,,,,,,TEC-MA-10003923,,,,
ID-2012-39224,,,,,,,,TEC-MA-10003927,,,,
ID-2012-39595,,,,,,,,TEC-MA-10003936,,,,
ID-2012-39749,,,,,,,,TEC-MA-10003953,,,,
ID-2012-39875,,,,,,,,TEC-MA-10003975,,,,
ID-2012-39903,,,,,,,,TEC-MA-10003979,,,,
ID-2012-39987,,,,,,,,TEC-MA-10003986,,,,
ID-2012-40064,,,,,,,,TEC-MA-10003990,,,,
ID-2012-40106,,,,,,,,TEC-MA-10003998,,,,
ID-2012-40176,,,,,,,,TEC-MA-10004002,,,,
ID-2012-40631,,,,,,,,TEC-MA-10004023,,,,
ID-2012-40743,,,,,,,,TEC-MA-10004049,,,,
ID-2012-40750,,,,,,,,TEC-MA-10004059,,,,
ID-2012-41002,,,,,,,,TEC-MA-10004063,,,,
ID-2012-41030,,,,,,,,TEC-MA-10004064,,,,
ID-2012-41184,,,,,,,,TEC-MA-10004086,,,,
ID-2012-41380,,,,,,,,TEC-MA-10004116,,,,
ID-2012-41408,,,,,,,,TEC-MA-10004125,,,,
ID-2012-41520,,,,,,,,TEC-MA-10004143,,,,
ID-2012-41702,,,,,,,,TEC-MA-10004168,,,,
ID-2012-41982,,,,,,,,TEC-MA-10004172,,,,
ID-2012-42724,,,,,,,,TEC-MA-10004198,,,,
ID-2012-42962,,,,,,,,TEC-MA-10004212,,,,
ID-2012-43711,,,,,,,,TEC-MA-10004224,,,,
ID-2012-43900,,,,,,,,TEC-MA-10004236,,,,
ID-2012-43921,,,,,,,,TEC-MA-10004241,,,,
ID-2012-43963,,,,,,,,TEC-MA-10004249,,,,
ID-2012-44173,,,,,,,,TEC-MA-10004255,,,,
ID-2012-44327,,,,,,,,TEC-MA-10004295,,,,
ID-2012-44495,,,,,,,,TEC-MA-10004298,,,,
ID-2012-44747,,,,,,,,TEC-MA-10004303,,,,
ID-2012-44964,,,,,,,,TEC-MA-10004323,,,,
ID-2012-45363,,,,,,,,TEC-MA-10004408,,,,
ID-2012-45930,,,,,,,,TEC-MA-10004414,,,,
ID-2012-46175,,,,,,,,TEC-MA-10004421,,,,
ID-2012-46210,,,,,,,,TEC-MA-10004423,,,,
ID-2012-46315,,,,,,,,TEC-MA-10004424,,,,
ID-2012-46357,,,,,,,,TEC-MA-10004428,,,,
ID-2012-46392,,,,,,,,TEC-MA-10004446,,,,
ID-2012-46574,,,,,,,,TEC-MA-10004452,,,,
ID-2012-46882,,,,,,,,TEC-MA-10004458,,,,
ID-2012-47085,,,,,,,,TEC-MA-10004482,,,,
ID-2012-47190,,,,,,,,TEC-MA-10004486,,,,
ID-2012-47456,,,,,,,,TEC-MA-10004502,,,,
ID-2012-47995,,,,,,,,TEC-MA-10004521,,,,
ID-2012-48037,,,,,,,,TEC-MA-10004533,,,,
ID-2012-48100,,,,,,,,TEC-MA-10004534,,,,
ID-2012-48541,,,,,,,,TEC-MA-10004535,,,,
ID-2012-48639,,,,,,,,TEC-MA-10004552,,,,
ID-2012-49843,,,,,,,,TEC-MA-10004553,,,,
ID-2012-50123,,,,,,,,TEC-MA-10004584,,,,
ID-2012-50193,,,,,,,,TEC-MA-10004587,,,,
ID-2012-50354,,,,,,,,TEC-MA-10004603,,,,
ID-2012-50543,,,,,,,,TEC-MA-10004609,,,,
ID-2012-51369,,,,,,,,TEC-MA-10004613,,,,
ID-2012-51544,,,,,,,,TEC-MA-10004615,,,,
ID-2012-51565,,,,,,,,TEC-MA-10004617,,,,
ID-2012-51677,,,,,,,,TEC-MA-10004626,,,,
ID-2012-52979,,,,,,,,TEC-MA-10004655,,,,
ID-2012-53259,,,,,,,,TEC-MA-10004666,,,,
ID-2012-53301,,,,,,,,TEC-MA-10004669,,,,
ID-2012-53399,,,,,,,,TEC-MA-10004679,,,,
ID-2012-53497,,,,,,,,TEC-MA-10004684,,,,
ID-2012-53560,,,,,,,,TEC-MA-10004693,,,,
ID-2012-53749,,,,,,,,TEC-MA-10004772,,,,
ID-2012-53959,,,,,,,,TEC-MA-10004814,,,,
ID-2012-54043,,,,,,,,TEC-MA-10004820,,,,
ID-2012-54596,,,,,,,,TEC-MA-10004822,,,,
ID-2012-54743,,,,,,,,TEC-MA-10004842,,,,
ID-2012-54911,,,,,,,,TEC-MA-10004857,,,,
ID-2012-55156,,,,,,,,TEC-MA-10004896,,,,
ID-2012-55163,,,,,,,,TEC-MA-10004897,,,,
ID-2012-55359,,,,,,,,TEC-MA-10004902,,,,
ID-2012-55422,,,,,,,,TEC-MA-10004929,,,,
ID-2012-55499,,,,,,,,TEC-MA-10004933,,,,
ID-2012-55905,,,,,,,,TEC-MA-10004954,,,,
ID-2012-56192,,,,,,,,TEC-MA-10004955,,,,
ID-2012-56402,,,,,,,,TEC-MA-10004956,,,,
ID-2012-56612,,,,,,,,TEC-MA-10004975,,,,
ID-2012-56843,,,,,,,,TEC-MA-10004985,,,,
ID-2012-56913,,,,,,,,TEC-MA-10004993,,,,
ID-2012-57193,,,,,,,,TEC-MA-10004997,,,,
ID-2012-57655,,,,,,,,TEC-MEM-10000178,,,,
ID-2012-57669,,,,,,,,TEC-MEM-10000263,,,,
ID-2012-57809,,,,,,,,TEC-MEM-10000312,,,,
ID-2012-57907,,,,,,,,TEC-MEM-10000374,,,,
ID-2012-58201,,,,,,,,TEC-MEM-10000582,,,,
ID-2012-58257,,,,,,,,TEC-MEM-10000649,,,,
ID-2012-58348,,,,,,,,TEC-MEM-10000723,,,,
ID-2012-58495,,,,,,,,TEC-MEM-10000919,,,,
ID-2012-58530,,,,,,,,TEC-MEM-10001163,,,,
ID-2012-58761,,,,,,,,TEC-MEM-10001409,,,,
ID-2012-59041,,,,,,,,TEC-MEM-10001436,,,,
ID-2012-59181,,,,,,,,TEC-MEM-10001732,,,,
ID-2012-59384,,,,,,,,TEC-MEM-10002005,,,,
ID-2012-60427,,,,,,,,TEC-MEM-10002202,,,,
ID-2012-60434,,,,,,,,TEC-MEM-10002280,,,,
ID-2012-60490,,,,,,,,TEC-MEM-10002524,,,,
ID-2012-60567,,,,,,,,TEC-MEM-10002883,,,,
ID-2012-60938,,,,,,,,TEC-MEM-10002919,,,,
ID-2012-60966,,,,,,,,TEC-MEM-10003302,,,,
ID-2012-60980,,,,,,,,TEC-MEM-10003743,,,,
ID-2012-61071,,,,,,,,TEC-MEM-10004014,,,,
ID-2012-61225,,,,,,,,TEC-MEM-10004524,,,,
ID-2012-61449,,,,,,,,TEC-MEM-10004782,,,,
ID-2012-61645,,,,,,,,TEC-MOT-10000554,,,,
ID-2012-61659,,,,,,,,TEC-MOT-10000851,,,,
ID-2012-61715,,,,,,,,TEC-MOT-10000939,,,,
ID-2012-61722,,,,,,,,TEC-MOT-10001088,,,,
ID-2012-62240,,,,,,,,TEC-MOT-10001178,,,,
ID-2012-62345,,,,,,,,TEC-MOT-10001196,,,,
ID-2012-62513,,,,,,,,TEC-MOT-10001244,,,,
ID-2012-62520,,,,,,,,TEC-MOT-10001342,,,,
ID-2012-62807,,,,,,,,TEC-MOT-10001535,,,,
ID-2012-63430,,,,,,,,TEC-MOT-10001927,,,,
ID-2012-63535,,,,,,,,TEC-MOT-10001950,,,,
ID-2012-63899,,,,,,,,TEC-MOT-10002260,,,,
ID-2012-63983,,,,,,,,TEC-MOT-10002272,,,,
ID-2012-64004,,,,,,,,TEC-MOT-10002372,,,,
ID-2012-64655,,,,,,,,TEC-MOT-10002560,,,,
ID-2012-64816,,,,,,,,TEC-MOT-10002689,,,,
ID-2012-64844,,,,,,,,TEC-MOT-10002855,,,,
ID-2012-64879,,,,,,,,TEC-MOT-10003050,,,,
ID-2012-64998,,,,,,,,TEC-MOT-10003348,,,,
ID-2012-65236,,,,,,,,TEC-MOT-10003366,,,,
ID-2012-65411,,,,,,,,TEC-MOT-10004111,,,,
ID-2012-65684,,,,,,,,TEC-MOT-10004136,,,,
ID-2012-65957,,,,,,,,TEC-MOT-10004345,,,,
ID-2012-66055,,,,,,,,TEC-MOT-10004682,,,,
ID-2012-66111,,,,,,,,TEC-NOK-10000002,,,,
ID-2012-66146,,,,,,,,TEC-NOK-10000534,,,,
ID-2012-66496,,,,,,,,TEC-NOK-10000784,,,,
ID-2012-66503,,,,,,,,TEC-NOK-10001058,,,,
ID-2012-66643,,,,,,,,TEC-NOK-10001070,,,,
ID-2012-66881,,,,,,,,TEC-NOK-10001172,,,,
ID-2012-67126,,,,,,,,TEC-NOK-10001219,,,,
ID-2012-67231,,,,,,,,TEC-NOK-10001282,,,,
ID-2012-67336,,,,,,,,TEC-NOK-10001283,,,,
ID-2012-67532,,,,,,,,TEC-NOK-10001319,,,,
ID-2012-67707,,,,,,,,TEC-NOK-10001678,,,,
ID-2012-68050,,,,,,,,TEC-NOK-10001844,,,,
ID-2012-68225,,,,,,,,TEC-NOK-10002555,,,,
ID-2012-68701,,,,,,,,TEC-NOK-10002716,,,,
ID-2012-69065,,,,,,,,TEC-NOK-10003034,,,,
ID-2012-69814,,,,,,,,TEC-NOK-10003341,,,,
ID-2012-69954,,,,,,,,TEC-NOK-10003560,,,,
ID-2012-69975,,,,,,,,TEC-NOK-10003562,,,,
ID-2012-70052,,,,,,,,TEC-NOK-10003743,,,,
ID-2012-70213,,,,,,,,TEC-NOK-10004183,,,,
ID-2012-70752,,,,,,,,TEC-NOK-10004278,,,,
ID-2012-70843,,,,,,,,TEC-NOK-10004339,,,,
ID-2012-70857,,,,,,,,TEC-NOK-10004541,,,,
ID-2012-70906,,,,,,,,TEC-OKI-10000372,,,,
ID-2012-70927,,,,,,,,TEC-OKI-10000592,,,,
ID-2012-71529,,,,,,,,TEC-OKI-10000616,,,,
ID-2012-71858,,,,,,,,TEC-OKI-10000794,,,,
ID-2012-71949,,,,,,,,TEC-OKI-10001062,,,,
ID-2012-72453,,,,,,,,TEC-OKI-10001385,,,,
ID-2012-72544,,,,,,,,TEC-OKI-10001433,,,,
ID-2012-72558,,,,,,,,TEC-OKI-10001454,,,,
ID-2012-73062,,,,,,,,TEC-OKI-10002547,,,,
ID-2012-73125,,,,,,,,TEC-OKI-10002736,,,,
ID-2012-73146,,,,,,,,TEC-OKI-10002750,,,,
ID-2012-73153,,,,,,,,TEC-OKI-10002752,,,,
ID-2012-73174,,,,,,,,TEC-OKI-10003050,,,,
ID-2012-73391,,,,,,,,TEC-OKI-10003124,,,,
ID-2012-73398,,,,,,,,TEC-OKI-10003221,,,,
ID-2012-74308,,,,,,,,TEC-OKI-10003433,,,,
ID-2012-74630,,,,,,,,TEC-OKI-10003655,,,,
ID-2012-75141,,,,,,,,TEC-OKI-10003770,,,,
ID-2012-75176,,,,,,,,TEC-OKI-10003868,,,,
ID-2012-75302,,,,,,,,TEC-OKI-10004199,,,,
ID-2012-75309,,,,,,,,TEC-OKI-10004464,,,,
ID-2012-75316,,,,,,,,TEC-OKI-10004735,,,,
ID-2012-75925,,,,,,,,TEC-PAN-10000092,,,,
ID-2012-75967,,,,,,,,TEC-PAN-10000131,,,,
ID-2012-76289,,,,,,,,TEC-PAN-10000377,,,,
ID-2012-76457,,,,,,,,TEC-PAN-10000391,,,,
ID-2012-76499,,,,,,,,TEC-PAN-10000577,,,,
ID-2012-76954,,,,,,,,TEC-PAN-10000878,,,,
ID-2012-77080,,,,,,,,TEC-PAN-10000979,,,,
ID-2012-77318,,,,,,,,TEC-PAN-10001172,,,,
ID-2012-77801,,,,,,,,TEC-PAN-10001593,,,,
ID-2012-78207,,,,,,,,TEC-PAN-10001674,,,,
ID-2012-78515,,,,,,,,TEC-PAN-10002365,,,,
ID-2012-79124,,,,,,,,TEC-PAN-10002454,,,,
ID-2012-79551,,,,,,,,TEC-PAN-10002583,,,,
ID-2012-79586,,,,,,,,TEC-PAN-10002613,,,,
ID-2012-79621,,,,,,,,TEC-PAN-10002690,,,,
ID-2012-79789,,,,,,,,TEC-PAN-10002756,,,,
ID-2012-79810,,,,,,,,TEC-PAN-10002884,,,,
ID-2012-79922,,,,,,,,TEC-PAN-10003382,,,,
ID-2012-79999,,,,,,,,TEC-PAN-10003688,,,,
ID-2012-80181,,,,,,,,TEC-PAN-10004279,,,,
ID-2012-80412,,,,,,,,TEC-PAN-10004360,,,,
ID-2012-80832,,,,,,,,TEC-PAN-10004404,,,,
ID-2012-81056,,,,,,,,TEC-PAN-10004651,,,,
ID-2012-81189,,,,,,,,TEC-PH-10000004,,,,
ID-2012-81196,,,,,,,,TEC-PH-10000011,,,,
ID-2012-81392,,,,,,,,TEC-PH-10000014,,,,
ID-2012-81763,,,,,,,,TEC-PH-10000018,,,,
ID-2012-82393,,,,,,,,TEC-PH-10000019,,,,
ID-2012-82428,,,,,,,,TEC-PH-10000026,,,,
ID-2012-82610,,,,,,,,TEC-PH-10000030,,,,
ID-2012-82701,,,,,,,,TEC-PH-10000036,,,,
ID-2012-82925,,,,,,,,TEC-PH-10000037,,,,
ID-2012-82960,,,,,,,,TEC-PH-10000038,,,,
ID-2012-83030,,,,,,,,TEC-PH-10000070,,,,
ID-2012-83149,,,,,,,,TEC-PH-10000072,,,,
ID-2012-83331,,,,,,,,TEC-PH-10000087,,,,
ID-2012-83604,,,,,,,,TEC-PH-10000100,,,,
ID-2012-83870,,,,,,,,TEC-PH-10000106,,,,
ID-2012-83898,,,,,,,,TEC-PH-10000127,,,,
ID-2012-83905,,,,,,,,TEC-PH-10000141,,,,
ID-2012-84010,,,,,,,,TEC-PH-10000148,,,,
ID-2012-84171,,,,,,,,TEC-PH-10000149,,,,
ID-2012-84241,,,,,,,,TEC-PH-10000158,,,,
ID-2012-84381,,,,,,,,TEC-PH-10000160,,,,
ID-2012-84591,,,,,,,,TEC-PH-10000169,,,,
ID-2012-84927,,,,,,,,TEC-PH-10000193,,,,
ID-2012-85053,,,,,,,,TEC-PH-10000213,,,,
ID-2012-85095,,,,,,,,TEC-PH-10000214,,,,
ID-2012-85221,,,,,,,,TEC-PH-10000215,,,,
ID-2012-85256,,,,,,,,TEC-PH-10000237,,,,
ID-2012-85263,,,,,,,,TEC-PH-10000258,,,,
ID-2012-85522,,,,,,,,TEC-PH-10000270,,,,
ID-2012-85711,,,,,,,,TEC-PH-10000286,,,,
ID-2012-86229,,,,,,,,TEC-PH-10000289,,,,
ID-2012-86320,,,,,,,,TEC-PH-10000292,,,,
ID-2012-86523,,,,,,,,TEC-PH-10000297,,,,
ID-2012-86607,,,,,,,,TEC-PH-10000298,,,,
ID-2012-86656,,,,,,,,TEC-PH-10000303,,,,
ID-2012-86943,,,,,,,,TEC-PH-10000307,,,,
ID-2012-86957,,,,,,,,TEC-PH-10000309,,,,
ID-2013-10006,,,,,,,,TEC-PH-10000332,,,,
ID-2013-10468,,,,,,,,TEC-PH-10000342,,,,
ID-2013-10636,,,,,,,,TEC-PH-10000347,,,,
ID-2013-10713,,,,,,,,TEC-PH-10000358,,,,
ID-2013-10818,,,,,,,,TEC-PH-10000365,,,,
ID-2013-10846,,,,,,,,TEC-PH-10000369,,,,
ID-2013-10909,,,,,,,,TEC-PH-10000373,,,,
ID-2013-10972,,,,,,,,TEC-PH-10000376,,,,
ID-2013-11091,,,,,,,,TEC-PH-10000381,,,,
ID-2013-11322,,,,,,,,TEC-PH-10000412,,,,
ID-2013-11462,,,,,,,,TEC-PH-10000419,,,,
ID-2013-11630,,,,,,,,TEC-PH-10000437,,,,
ID-2013-11777,,,,,,,,TEC-PH-10000439,,,,
ID-2013-12148,,,,,,,,TEC-PH-10000441,,,,
ID-2013-12295,,,,,,,,TEC-PH-10000455,,,,
ID-2013-12309,,,,,,,,TEC-PH-10000458,,,,
ID-2013-12442,,,,,,,,TEC-PH-10000486,,,,
ID-2013-12540,,,,,,,,TEC-PH-10000490,,,,
ID-2013-12624,,,,,,,,TEC-PH-10000493,,,,
ID-2013-12680,,,,,,,,TEC-PH-10000494,,,,
ID-2013-13072,,,,,,,,TEC-PH-10000497,,,,
ID-2013-13086,,,,,,,,TEC-PH-10000499,,,,
ID-2013-13191,,,,,,,,TEC-PH-10000505,,,,
ID-2013-13422,,,,,,,,TEC-PH-10000526,,,,
ID-2013-13562,,,,,,,,TEC-PH-10000560,,,,
ID-2013-13625,,,,,,,,TEC-PH-10000562,,,,
ID-2013-14087,,,,,,,,TEC-PH-10000571,,,,
ID-2013-14318,,,,,,,,TEC-PH-10000576,,,,
ID-2013-14766,,,,,,,,TEC-PH-10000577,,,,
ID-2013-15032,,,,,,,,TEC-PH-10000586,,,,
ID-2013-15837,,,,,,,,TEC-PH-10000599,,,,
ID-2013-15935,,,,,,,,TEC-PH-10000611,,,,
ID-2013-15963,,,,,,,,TEC-PH-10000641,,,,
ID-2013-16110,,,,,,,,TEC-PH-10000647,,,,
ID-2013-16180,,,,,,,,TEC-PH-10000673,,,,
ID-2013-16306,,,,,,,,TEC-PH-10000675,,,,
ID-2013-16593,,,,,,,,TEC-PH-10000688,,,,
ID-2013-17055,,,,,,,,TEC-PH-10000693,,,,
ID-2013-17097,,,,,,,,TEC-PH-10000702,,,,
ID-2013-17377,,,,,,,,TEC-PH-10000705,,,,
ID-2013-18196,,,,,,,,TEC-PH-10000720,,,,
ID-2013-18448,,,,,,,,TEC-PH-10000730,,,,
ID-2013-18504,,,,,,,,TEC-PH-10000774,,,,
ID-2013-18616,,,,,,,,TEC-PH-10000780,,,,
ID-2013-18714,,,,,,,,TEC-PH-10000785,,,,
ID-2013-18833,,,,,,,,TEC-PH-10000788,,,,
ID-2013-18903,,,,,,,,TEC-PH-10000800,,,,
ID-2013-18952,,,,,,,,TEC-PH-10000808,,,,
ID-2013-18966,,,,,,,,TEC-PH-10000810,,,,
ID-2013-19309,,,,,,,,TEC-PH-10000822,,,,
ID-2013-19540,,,,,,,,TEC-PH-10000824,,,,
ID-2013-19666,,,,,,,,TEC-PH-10000840,,,,
ID-2013-19792,,,,,,,,TEC-PH-10000841,,,,
ID-2013-19834,,,,,,,,TEC-PH-10000879,,,,
ID-2013-19960,,,,,,,,TEC-PH-10000895,,,,
ID-2013-20100,,,,,,,,TEC-PH-10000896,,,,
ID-2013-20240,,,,,,,,TEC-PH-10000912,,,,
ID-2013-20471,,,,,,,,TEC-PH-10000922,,,,
ID-2013-20527,,,,,,,,TEC-PH-10000923,,,,
ID-2013-21129,,,,,,,,TEC-PH-10000931,,,,
ID-2013-21290,,,,,,,,TEC-PH-10000956,,,,
ID-2013-21437,,,,,,,,TEC-PH-10000960,,,,
ID-2013-22025,,,,,,,,TEC-PH-10000984,,,,
ID-2013-22445,,,,,,,,TEC-PH-10000990,,,,
ID-2013-22459,,,,,,,,TEC-PH-10001002,,,,
ID-2013-22725,,,,,,,,TEC-PH-10001014,,,,
ID-2013-22753,,,,,,,,TEC-PH-10001051,,,,
ID-2013-23299,,,,,,,,TEC-PH-10001061,,,,
ID-2013-23355,,,,,,,,TEC-PH-10001063,,,,
ID-2013-23495,,,,,,,,TEC-PH-10001066,,,,
ID-2013-23845,,,,,,,,TEC-PH-10001070,,,,
ID-2013-23971,,,,,,,,TEC-PH-10001071,,,,
ID-2013-24412,,,,,,,,TEC-PH-10001076,,,,
ID-2013-24545,,,,,,,,TEC-PH-10001079,,,,
ID-2013-24587,,,,,,,,TEC-PH-10001084,,,,
ID-2013-24615,,,,,,,,TEC-PH-10001087,,,,
ID-2013-24643,,,,,,,,TEC-PH-10001095,,,,
ID-2013-24804,,,,,,,,TEC-PH-10001117,,,,
ID-2013-24958,,,,,,,,TEC-PH-10001128,,,,
ID-2013-25098,,,,,,,,TEC-PH-10001137,,,,
ID-2013-25329,,,,,,,,TEC-PH-10001146,,,,
ID-2013-25742,,,,,,,,TEC-PH-10001148,,,,
ID-2013-25868,,,,,,,,TEC-PH-10001163,,,,
ID-2013-26015,,,,,,,,TEC-PH-10001183,,,,
ID-2013-26092,,,,,,,,TEC-PH-10001187,,,,
ID-2013-26400,,,,,,,,TEC-PH-10001198,,,,
ID-2013-26449,,,,,,,,TEC-PH-10001254,,,,
ID-2013-26491,,,,,,,,TEC-PH-10001264,,,,
ID-2013-26526,,,,,,,,TEC-PH-10001284,,,,
